,combination,scenario,alg,condensator_pump_blown,water_pump_blown,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score_single,criticality_score_combined,total_timesteps,full_path,result_wo_npp_automation,result_w_npp_automation,result_wo_npp_automation_timesteps,result_w_npp_automation_timesteps,episode_length_1000_condensator_pump_blown,episode_length_1000_water_pump_blown,episode_length_1000,episode_length_1000_criticality_single,episode_length_1000_criticality_combined,episode_length_1000_timesteps,ObservationVariesPositiveNoiseWrapper,ObservationVariesPositiveNoiseWrapper_timesteps,ObservationVariesNegativeNoiseWrapper,ObservationVariesNegativeNoiseWrapper_timesteps,ObservationVariesNoiseWrapper1,ObservationVariesNoiseWrapper1_timesteps,DelayNoiseWrapperOption1,DelayNoiseWrapperOption1_timesteps,DelayNoiseWrapperOption2,DelayNoiseWrapperOption2_timesteps,create_starting_state_option1,create_starting_state_option1_timesteps,create_starting_state_option2a,create_starting_state_option2a_timesteps,create_starting_state_option2b,create_starting_state_option2b_timesteps,create_starting_state_option2c,create_starting_state_option2c_timesteps,create_starting_state_option3,create_starting_state_option3_timesteps
10,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,240.52917,0.15674001451265523,45.24839539473249,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_1,204.93356323242188,,250,,False,False,982.8646,0.15674001451265523,181.30187810083996,1000,237.27722,250,238.16379,250,240.45891,250,240.45961,250,241.99088,250,233.05219,250,23.688572,34,240.84152,250,241.30357,250,203.19206,250
11,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,237.9023,0.123506518060979,47.29941574796826,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_2,178.17428588867188,,250,,False,False,969.4016,0.123506518060979,192.24871673699877,1000,236.59567,250,238.99434,250,237.8047,250,237.34894,250,240.0232,250,233.45201,250,235.52718,250,238.44968,250,237.06459,250,180.6614,250
12,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,237.20035,0.1930263894181272,83.11337196045966,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_3,146.32579040527344,,250,,False,False,976.4799,0.1930263894181272,360.92969632528167,1000,232.15578,250,235.72237,250,235.5318,250,237.14363,250,239.60219,250,242.43633,250,235.50415,250,242.66164,250,217.7787,250,146.09573,250
13,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,227.90138,0.15334694820053962,65.13501530485227,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_4,209.93849182128906,,250,,False,False,941.00354,0.15334694820053962,273.210340550123,1000,222.12708,250,233.85,250,227.87851,250,230.3189,250,230.60713,250,234.40277,250,224.61998,250,235.62965,250,233.42688,250,222.65157,250
14,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,235.8461,0.18830005449043835,55.44715335268276,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_5,193.33154296875,,250,,False,False,977.41785,0.18830005449043835,212.75988833937555,1000,233.693,250,234.24948,250,235.98776,250,234.91832,250,237.27316,250,243.26208,250,234.42409,250,240.09825,250,11.598575,48,203.75851,250
15,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,230.77203,0.15986868109191,86.24951619886784,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_6,186.05844116210938,,250,,False,False,968.9663,0.15986868109191,381.3883606582763,1000,229.21706,250,230.73299,250,230.78221,250,231.76941,250,234.22182,250,191.364,250,228.47351,250,195.62675,250,204.59985,250,211.748,250
16,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,242.52916,0.07713590211430507,32.19202270015735,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_7,198.93707275390625,,250,,False,False,987.0607,0.07713590211430507,128.34331149934806,1000,226.4928,250,236.5496,250,242.01357,250,241.20236,250,242.2348,250,244.18378,250,238.46893,250,242.85072,250,238.76093,250,192.26292,250
17,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,217.69653,0.2674039979467534,173.2398994679048,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_8,218.32803344726562,,250,,False,False,935.0702,0.2674039979467534,805.6053039823997,1000,209.79572,250,218.1347,250,217.57722,250,213.9083,250,221.05515,250,223.88663,250,214.50404,250,236.14326,250,232.75731,250,228.84317,250
18,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,236.64006,0.18732571826146402,61.747608091070425,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_9,198.09568786621094,,250,,False,False,976.0239,0.18732571826146402,244.91004860458892,1000,233.30731,250,237.7487,250,236.66441,250,237.1328,250,239.86586,250,238.75256,250,234.80292,250,242.16112,250,1.4071429,4,201.54752,250
19,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06,src.main.rl.envs.scenario1:Scenario1,<class 'stable_baselines3.sac.sac.SAC'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,NPPAutomationWrapper,235.11444,0.17518108660139928,72.58454964905651,250,src/main/rl/models/scenario1/training_04_06/scenario1_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_SAC_training_04_06_10,171.12136840820312,,250,,False,False,978.8461,0.17518108660139928,325.72181941471007,1000,228.5247,250,238.21884,250,234.93153,250,235.94319,250,237.1231,250,238.463,250,230.89586,250,234.13158,250,234.75255,250,182.65433,250
20,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,172.55139,0.6051784954149426,192.64382025287037,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1,,182.2270965576172,,250,False,False,826.0243,0.6051784954149426,704.0488145352515,1000,165.46718,250,180.07423,250,172.53435,250,174.28702,250,173.51712,250,207.29558,250,192.18709,250,205.67128,250,212.41707,250,180.7556,250
21,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,189.74858,0.5145498659837521,188.92904777243854,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2,,194.29183959960938,,250,False,False,861.44257,0.5145498659837521,673.7607124229665,1000,190.69852,250,189.80844,250,189.74858,250,191.66417,250,190.52124,250,223.65654,250,26.391426,71,221.86827,250,213.94327,250,193.22148,250
22,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,182.53851,0.5582319114538016,177.5312076781559,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3,,192.65277099609375,,250,False,False,881.1897,0.5582319114538016,613.0050666685268,1000,181.37009,250,183.76282,250,182.69992,250,184.47571,250,183.3171,250,220.47984,250,202.57848,250,219.86122,250,220.37547,250,187.7871,250
23,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,179.00151,0.574709267374573,195.88215725648416,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4,,22.738569259643555,,74,False,False,852.2396,0.574709267374573,740.9540931164548,1000,174.21422,250,184.2542,250,179.08139,250,180.62009,250,179.98856,250,215.17766,250,196.65161,250,213.14032,250,214.56284,250,184.70006,250
24,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,195.68147,0.5081371472561448,199.52486926559158,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5,,25.692859649658203,,77,False,False,937.8301,0.5081371472561448,892.7574863490972,1000,195.73012,250,195.36005,250,195.67862,250,197.24437,250,196.4329,250,235.08737,250,216.26868,250,234.61299,250,231.25885,250,197.38155,250
25,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,161.6499,0.53646012722074,197.55134967239493,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6,,5.855713844299316,,54,False,False,763.8473,0.53646012722074,763.3486695769531,1000,157.22,250,164.23291,248,161.39706,250,163.11287,250,162.4299,250,192.84578,250,178.19,250,194.39441,250,194.89151,250,169.43726,250
26,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,145.75433,0.5203055583858819,191.14296273310802,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7,,3.5300002098083496,,51,False,False,661.70276,0.5203055583858819,827.5160358814544,1000,141.59583,250,149.84709,250,145.56714,250,146.62006,250,146.39436,250,168.96721,250,160.44576,250,170.00288,250,169.8256,250,154.12715,250
27,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,164.0244,0.5130797238732748,165.92052286468294,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8,,173.35443115234375,,250,False,False,782.2399,0.5078339575687056,549.2603748490804,1000,162.1887,250,166.0829,250,164.09438,250,165.77136,250,164.88437,250,195.56012,250,179.55864,250,195.65019,250,199.46886,250,169.81984,250
28,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,161.47,0.5336886346229103,181.01942947538438,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9,,170.4214630126953,,250,False,False,764.1513,0.5336886346229103,659.144896820167,1000,153.49721,250,170.10574,250,161.60858,250,162.78857,250,162.5514,250,191.72574,250,178.02853,250,191.52711,250,196.4014,250,165.1129,250
29,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,178.5185,0.5404920614931304,199.10839814862018,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10,,183.41419982910156,,250,False,False,820.50635,0.5404920614931304,823.3715819868282,1000,174.85728,250,181.9585,250,178.73274,250,179.2442,250,179.29698,250,208.05704,250,193.87543,250,206.26256,250,206.02965,250,183.34563,250
30,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,204.12563,0.6202396829757378,197.06498776849514,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1,198.7571258544922,,250,,False,False,936.3831,0.5792579854373678,750.6916126972361,1000,203.57295,250,204.12276,250,204.06248,250,205.41652,250,203.86362,250,231.87933,250,209.08186,250,232.24013,250,229.46062,250,189.16861,250
31,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,200.75659,0.7541566740049267,220.2290906818023,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2,10.407142639160156,,45,,False,False,886.1627,0.7541566740049267,895.744829115645,1000,200.46947,250,49.043503,91,200.70744,250,199.80966,250,200.83707,250,229.39188,250,30.314285,64,218.0225,250,50.239285,64,203.45001,250
32,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,204.57138,0.4493180567566855,196.8752241952301,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3,193.9070587158203,,250,,False,False,939.52014,0.4493180567566855,775.9262997664671,1000,200.69194,250,197.2429,250,204.76991,250,206.0073,250,205.64337,250,233.0537,250,29.998571,64,232.25201,250,224.99623,250,200.96231,250
